"","Har48hVsNaive_unique","NoHar48hVsNaive_unique","Har48hVsNaive_NoHar48hVsNaive_intersection"
"4431",NA,NA,"H2ac11"
"4432",NA,NA,"Krtcap3"
"4433",NA,NA,"Ighv5-9"
"4434",NA,NA,"Rbks"
"4435",NA,NA,"Jam2"
"4436",NA,NA,"Epg5"
"4437",NA,NA,"Cgref1"
"4438",NA,NA,"Nupr1"
"4439",NA,NA,"Ntf5"
"4440",NA,NA,"Atp7b"
"4441",NA,NA,"Chst14"
"4442",NA,NA,"Ddx25"
"4443",NA,NA,"Dmtn"
"4444",NA,NA,"Timmdc1"
"4445",NA,NA,"Tspan9"
"4446",NA,NA,"Clec2d"
"4447",NA,NA,"Zfp951"
"4448",NA,NA,"Spef2"
"4449",NA,NA,"Qrfp"
"4450",NA,NA,"Sp9"
"4451",NA,NA,"Zfhx2"
"4452",NA,NA,"Rsph3a"
"4453",NA,NA,"Fndc4"
"4454",NA,NA,"Sfmbt2"
"4455",NA,NA,"Pigw"
"4456",NA,NA,"Klrb1b"
"4457",NA,NA,"Pnp2"
"4458",NA,NA,"Ptges3l"
"4459",NA,NA,"6330403K07Rik"
"4460",NA,NA,"Myo5b"
"4461",NA,NA,"Ccdc181"
"4462",NA,NA,"Enpp5"
"4463",NA,NA,"Inafm1"
"4464",NA,NA,"Cadm1"
"4465",NA,NA,"Pars2"
"4466",NA,NA,"Bace1"
"4467",NA,NA,"Maml1"
"4468",NA,NA,"D130040H23Rik"
"4469",NA,NA,"Prrg1"
"4470",NA,NA,"Dzip3"
"4471",NA,NA,"Rgs12"
"4472",NA,NA,"Ighg2b"
"4473",NA,NA,"Cpeb4"
"4474",NA,NA,"Col23a1"
"4475",NA,NA,"Fbln1"
"4476",NA,NA,"Shisa3"
"4477",NA,NA,"Anxa11"
"4478",NA,NA,"Igkv8-19"
"4479",NA,NA,"Ccdc159"
"4480",NA,NA,"Epor"
"4481",NA,NA,"Camkv"
"4482",NA,NA,"Eps8"
"4483",NA,NA,"Slc10a1"
"4484",NA,NA,"Basp1"
"4485",NA,NA,"Prr36"
"4486",NA,NA,"Plekha7"
"4487",NA,NA,"Slc4a1"
"4488",NA,NA,"Cecr2"
"4489",NA,NA,"Igkv4-57"
"4490",NA,NA,"Hhat"
"4491",NA,NA,"Umad1"
"4492",NA,NA,"Igkv4-72"
"4493",NA,NA,"Clip3"
"4494",NA,NA,"Lmo2"
"4495",NA,NA,"F2rl2"
"4496",NA,NA,"Slc26a8"
"4497",NA,NA,"Sap18b"
"4498",NA,NA,"Armcx4"
"4499",NA,NA,"Pkd2l2"
"4500",NA,NA,"Tuba3a"
"4501",NA,NA,"Tmod2"
"4502",NA,NA,"Dnaaf2"
"4503",NA,NA,"Wfikkn2"
"4504",NA,NA,"Eno2"
"4505",NA,NA,"Mtrf1"
"4506",NA,NA,"Cdkl2"
"4507",NA,NA,"Il24"
"4508",NA,NA,"Pip5kl1"
"4509",NA,NA,"Zfp947"
"4510",NA,NA,"Efna4"
"4511",NA,NA,"H4c14"
"4512",NA,NA,"Ighv2-9-1"
"4513",NA,NA,"Ncf2"
"4514",NA,NA,"Eomes"
"4515",NA,NA,"Slc15a2"
"4516",NA,NA,"Iqce"
"4517",NA,NA,"Trav13n-1"
"4518",NA,NA,"Nav1"
"4519",NA,NA,"Tgfbr1"
"4520",NA,NA,"Tatdn2"
"4521",NA,NA,"Bcs1l"
"4522",NA,NA,"Csrp2"
"4523",NA,NA,"Nthl1"
"4524",NA,NA,"Trav13-1"
"4525",NA,NA,"Tmem144"
"4526",NA,NA,"Myorg"
"4527",NA,NA,"Traj34"
"4528",NA,NA,"Klhl35"
"4529",NA,NA,"Traj9"
"4530",NA,NA,"Kank3"
"4531",NA,NA,"Tgm1"
"4532",NA,NA,"Trbj1-7"
"4533",NA,NA,"Eaf2"
"4534",NA,NA,"Slc41a2"
"4535",NA,NA,"1810010H24Rik"
"4536",NA,NA,"9430038I01Rik"
"4537",NA,NA,"Bbs1"
"4538",NA,NA,"Stx3"
"4539",NA,NA,"Inka1"
"4540",NA,NA,"Tincr"
"4541",NA,NA,"Tab3"
"4542",NA,NA,"Bloc1s1"
"4543",NA,NA,"Trbj1-6"
"4544",NA,NA,"Gstcd"
"4545",NA,NA,"Smim3"
"4546",NA,NA,"Lrp12"
"4547",NA,NA,"Traj13"
"4548",NA,NA,"Traj19"
"4549",NA,NA,"Mex3b"
"4550",NA,NA,"Pcnx"
"4551",NA,NA,"Chac2"
"4552",NA,NA,"Rbm47"
"4553",NA,NA,"1500009L16Rik"
"4554",NA,NA,"Rpgrip1"
"4555",NA,NA,"Clec11a"
"4556",NA,NA,"Uaca"
"4557",NA,NA,"Ston2"
"4558",NA,NA,"Dnajc12"
"4559",NA,NA,"1700030J22Rik"
"4560",NA,NA,"Zfp369"
"4561",NA,NA,"Nos2"
"4562",NA,NA,"Dixdc1"
"4563",NA,NA,"Igkv4-55"
"4564",NA,NA,"Mfsd4a"
"4565",NA,NA,"Palm"
"4566",NA,NA,"Cpq"
"4567",NA,NA,"Plac8"
"4568",NA,NA,"Tmem79"
"4569",NA,NA,"Prss16"
"4570",NA,NA,"Zc4h2"
"4571",NA,NA,"Trav13-5"
"4572",NA,NA,"Phldb3"
"4573",NA,NA,"2410004P03Rik"
"4574",NA,NA,"Trbj2-3"
"4575",NA,NA,"Washc1"
"4576",NA,NA,"Rd3"
"4577",NA,NA,"Pmaip1"
"4578",NA,NA,"Trav9-4"
"4579",NA,NA,"Igkv4-91"
"4580",NA,NA,"Clock"
"4581",NA,NA,"Fah"
"4582",NA,NA,"Glcci1"
"4583",NA,NA,"Dhrs9"
"4584",NA,NA,"Pigg"
"4585",NA,NA,"Trav9-1"
"4586",NA,NA,"Cebpzos"
"4587",NA,NA,"Porcn"
"4588",NA,NA,"Dmxl2"
"4589",NA,NA,"Tnfaip2"
"4590",NA,NA,"Garin3"
"4591",NA,NA,"Trmt44"
"4592",NA,NA,"Fam124b"
"4593",NA,NA,"Spib"
"4594",NA,NA,"Gm28053"
"4595",NA,NA,"Atp8a2"
"4596",NA,NA,"Tnc"
"4597",NA,NA,"Ypel1"
"4598",NA,NA,"Zfp518b"
"4599",NA,NA,"Ficd"
"4600",NA,NA,"Chrna2"
"4601",NA,NA,"Rasal2"
"4602",NA,NA,"Slc36a1"
"4603",NA,NA,"Trim46"
"4604",NA,NA,"Naaladl1"
"4605",NA,NA,"Trav16"
"4606",NA,NA,"Cd19"
"4607",NA,NA,"Acy3"
"4608",NA,NA,"Pcgf3"
"4609",NA,NA,"Pgap1"
"4610",NA,NA,"B4galt4"
"4611",NA,NA,"Aoah"
"4612",NA,NA,"Wipf2"
"4613",NA,NA,"Slc2a9"
"4614",NA,NA,"Pcdhgc3"
"4615",NA,NA,"Ndrg4"
"4616",NA,NA,"Pak6"
"4617",NA,NA,"Igkv3-4"
"4618",NA,NA,"Chst15"
"4619",NA,NA,"Moxd1"
"4620",NA,NA,"Bcdin3d"
"4621",NA,NA,"Trim68"
"4622",NA,NA,"Vwf"
"4623",NA,NA,"Akap12"
"4624",NA,NA,"Ctf1"
"4625",NA,NA,"Igkv15-103"
"4626",NA,NA,"Rell1"
"4627",NA,NA,"Arhgap10"
"4628",NA,NA,"Trbv23"
"4629",NA,NA,"Cd46"
"4630",NA,NA,"Ankrd34a"
"4631",NA,NA,"Rab36"
"4632",NA,NA,"Fap"
"4633",NA,NA,"Csgalnact1"
"4634",NA,NA,"Gm14399"
"4635",NA,NA,"Aldh1l2"
"4636",NA,NA,"P3h1"
"4637",NA,NA,"Tmem51"
"4638",NA,NA,"Tmem53"
"4639",NA,NA,"Zbtb8a"
"4640",NA,NA,"Upb1"
"4641",NA,NA,"Serpine1"
"4642",NA,NA,"Tmem81"
"4643",NA,NA,"Wdr41"
"4644",NA,NA,"Trappc14"
"4645",NA,NA,"Itga9"
"4646",NA,NA,"B4galnt4"
"4647",NA,NA,"Slc12a8"
"4648",NA,NA,"Trav5-4"
"4649",NA,NA,"Paqr9"
"4650",NA,NA,"Hexdc"
"4651",NA,NA,"Nes"
"4652",NA,NA,"Gm1673"
"4653",NA,NA,"Zbtb37"
"4654",NA,NA,"Cracdl"
"4655",NA,NA,"Cdr2l"
"4656",NA,NA,"Klri2"
"4657",NA,NA,"Vash2"
"4658",NA,NA,"Wfikkn1"
"4659",NA,NA,"Nutf2-ps1"
"4660",NA,NA,"Cpa2"
"4661",NA,NA,"Dusp18"
"4662",NA,NA,"Fstl3"
"4663",NA,NA,"Rtl6"
"4664",NA,NA,"Dab2"
"4665",NA,NA,"Traj16"
"4666",NA,NA,"Trpm2"
"4667",NA,NA,"Slc45a3"
"4668",NA,NA,"Atp6v1g2"
"4669",NA,NA,"Traj49"
"4670",NA,NA,"Cox7a1"
"4671",NA,NA,"Eng"
"4672",NA,NA,"Il15"
"4673",NA,NA,"Rcor2"
"4674",NA,NA,"Gnat1"
"4675",NA,NA,"Il23a"
"4676",NA,NA,"Myo19"
"4677",NA,NA,"Smtn"
"4678",NA,NA,"Car2"
"4679",NA,NA,"Gypa"
"4680",NA,NA,"Fam171b"
"4681",NA,NA,"Fxyd4"
"4682",NA,NA,"Zscan2"
"4683",NA,NA,"Zfp428"
"4684",NA,NA,"Actn2"
"4685",NA,NA,"Pgm2l1"
"4686",NA,NA,"Gad1"
"4687",NA,NA,"Bsn"
"4688",NA,NA,"Mrnip"
"4689",NA,NA,"Wscd2"
"4690",NA,NA,"Fkbp9"
"4691",NA,NA,"Zfp108"
"4692",NA,NA,"Slc25a29"
"4693",NA,NA,"Marchf1"
"4694",NA,NA,"Podnl1"
"4695",NA,NA,"Cdo1"
"4696",NA,NA,"Asb1"
"4697",NA,NA,"Nphp4"
"4698",NA,NA,"Tlr2"
"4699",NA,NA,"Shpk"
"4700",NA,NA,"Cdk18"
"4701",NA,NA,"Poglut3"
"4702",NA,NA,"Dmpk"
"4703",NA,NA,"Wnk2"
"4704",NA,NA,"Ighv1-64"
"4705",NA,NA,"Auts2"
"4706",NA,NA,"Ninj2"
"4707",NA,NA,"Il9r"
"4708",NA,NA,"Prss36"
"4709",NA,NA,"Il20rb"
"4710",NA,NA,"Trav14n-3"
"4711",NA,NA,"Chrnb2"
"4712",NA,NA,"Cacna1d"
"4713",NA,NA,"Penk"
"4714",NA,NA,"Kit"
"4715",NA,NA,"Gucy1a1"
"4716",NA,NA,"Trav9-2"
"4717",NA,NA,"Dcaf6"
"4718",NA,NA,"Tspan15"
"4719",NA,NA,"Eml5"
"4720",NA,NA,"Cmtm8"
"4721",NA,NA,"Trav4-2"
"4722",NA,NA,"Tmem170"
"4723",NA,NA,"Zfp647"
"4724",NA,NA,"Itga2b"
"4725",NA,NA,"Olfml2a"
"4726",NA,NA,"Npr3"
"4727",NA,NA,"Trbv30"
"4728",NA,NA,"Dnm3"
"4729",NA,NA,"Armcx6"
"4730",NA,NA,"Ago1"
"4731",NA,NA,"Dock7"
"4732",NA,NA,"Zfp946"
"4733",NA,NA,"H3c8"
"4734",NA,NA,"H2bc22"
"4735",NA,NA,"Shroom3"
"4736",NA,NA,"Zfp763"
"4737",NA,NA,"Trbj2-4"
"4738",NA,NA,"Kctd11"
"4739",NA,NA,"Tcam1"
"4740",NA,NA,"Tmem156"
"4741",NA,NA,"Tnfsf10"
"4742",NA,NA,"Klhdc9"
"4743",NA,NA,"9930012K11Rik"
"4744",NA,NA,"Klrb1f"
"4745",NA,NA,"Gprc5a"
"4746",NA,NA,"P2ry14"
"4747",NA,NA,"Zfp334"
"4748",NA,NA,"Notch4"
"4749",NA,NA,"St6galnac3"
"4750",NA,NA,"Rhpn2"
"4751",NA,NA,"Megf9"
"4752",NA,NA,"Adad1"
"4753",NA,NA,"Cemip2"
"4754",NA,NA,"Trav5-1"
"4755",NA,NA,"Nkd1"
"4756",NA,NA,"Ccno"
"4757",NA,NA,"Trav8-1"
"4758",NA,NA,"Zfp786"
"4759",NA,NA,"Ighv6-6"
"4760",NA,NA,"Apbb1"
"4761",NA,NA,"Sptbn2"
"4762",NA,NA,"Traj28"
"4763",NA,NA,"Tst"
"4764",NA,NA,"Prdm5"
"4765",NA,NA,"Scml2"
"4766",NA,NA,"Arl10"
"4767",NA,NA,"Zfand4"
"4768",NA,NA,"Gm42715"
"4769",NA,NA,"Ajuba"
"4770",NA,NA,"Klf5"
"4771",NA,NA,"Prlr"
"4772",NA,NA,"Slc24a3"
"4773",NA,NA,"Kif5a"
"4774",NA,NA,"Klra3"
"4775",NA,NA,"Elapor2"
"4776",NA,NA,"Rad51c"
"4777",NA,NA,"Trav7-5"
"4778",NA,NA,"Caskin2"
"4779",NA,NA,"Itpka"
"4780",NA,NA,"Tom1l1"
"4781",NA,NA,"Arhgef17"
"4782",NA,NA,"Ak7"
"4783",NA,NA,"Src"
"4784",NA,NA,"Pgf"
"4785",NA,NA,"Rab43"
"4786",NA,NA,"4930590J08Rik"
"4787",NA,NA,"Or2z9"
"4788",NA,NA,"Tmem30b"
"4789",NA,NA,"Sowahc"
"4790",NA,NA,"Gcnt7"
"4791",NA,NA,"Map3k6"
"4792",NA,NA,"Grk4"
"4793",NA,NA,"Bpifc"
"4794",NA,NA,"Epha1"
"4795",NA,NA,"Spock2"
"4796",NA,NA,"Aldh1a1"
"4797",NA,NA,"Fn3k"
"4798",NA,NA,"Ccdc17"
"4799",NA,NA,"Trav16n"
"4800",NA,NA,"Hacl1"
"4801",NA,NA,"Tmem150a"
"4802",NA,NA,"Ptprf"
"4803",NA,NA,"Cabyr"
"4804",NA,NA,"Lmln"
"4805",NA,NA,"0610010K14Rik"
"4806",NA,NA,"Ovgp1"
"4807",NA,NA,"Trav8d-2"
"4808",NA,NA,"D630023F18Rik"
"4809",NA,NA,"Rab7b"
"4810",NA,NA,"Plekhh1"
"4811",NA,NA,"Rhoq"
"4812",NA,NA,"Ovol1"
"4813",NA,NA,"Pm20d1"
"4814",NA,NA,"Igkv9-124"
"4815",NA,NA,"Rab15"
"4816",NA,NA,"Pls3"
"4817",NA,NA,"Tafa3"
"4818",NA,NA,"Srpk3"
"4819",NA,NA,"Trav10"
"4820",NA,NA,"Igkv10-96"
"4821",NA,NA,"Myo1d"
"4822",NA,NA,"Cep290"
"4823",NA,NA,"Zc3h3"
"4824",NA,NA,"Ppp1r3b"
"4825",NA,NA,"Thoc2l"
"4826",NA,NA,"Fbxl9"
"4827",NA,NA,"Cpne2"
"4828",NA,NA,"Lpin3"
"4829",NA,NA,"Ighv1-9"
"4830",NA,NA,"Med7"
"4831",NA,NA,"Maml3"
"4832",NA,NA,"Serpinb1b"
"4833",NA,NA,"Zfp385a"
"4834",NA,NA,"Cxcl9"
"4835",NA,NA,"Trav6-1"
"4836",NA,NA,"Plp1"
"4837",NA,NA,"Tgm2"
"4838",NA,NA,"Lhx6"
"4839",NA,NA,"Cr2"
"4840",NA,NA,"Wdfy4"
"4841",NA,NA,"Acer2"
"4842",NA,NA,"Gm527"
"4843",NA,NA,"Zdhhc23"
"4844",NA,NA,"Adgrl4"
"4845",NA,NA,"Etv5"
"4846",NA,NA,"Bicd1"
"4847",NA,NA,"Tnks1bp1"
"4848",NA,NA,"Selenom"
"4849",NA,NA,"Zkscan7"
"4850",NA,NA,"Cdh15"
"4851",NA,NA,"Pex11a"
"4852",NA,NA,"Gpt"
"4853",NA,NA,"Ighv1-69"
"4854",NA,NA,"1600014C23Rik"
"4855",NA,NA,"H2bc14"
"4856",NA,NA,"Stc1"
"4857",NA,NA,"Fkbp1b"
"4858",NA,NA,"Il11ra1"
"4859",NA,NA,"Zfp593"
"4860",NA,NA,"Slc25a18"
"4861",NA,NA,"Rsph9"
"4862",NA,NA,"Ift88"
"4863",NA,NA,"Cd109"
"4864",NA,NA,"Guca1a"
"4865",NA,NA,"Acrbp"
"4866",NA,NA,"Grin1"
"4867",NA,NA,"Qser1"
"4868",NA,NA,"Cspg5"
"4869",NA,NA,"Ms4a4d"
"4870",NA,NA,"Alox5"
"4871",NA,NA,"P3h4"
"4872",NA,NA,"Col11a2"
"4873",NA,NA,"Bcl2l14"
"4874",NA,NA,"Cox6a2"
"4875",NA,NA,"Trbv5"
"4876",NA,NA,"Srgap3"
"4877",NA,NA,"Nudt12"
"4878",NA,NA,"Zfp458"
"4879",NA,NA,"Samd14"
"4880",NA,NA,"Igkv14-100"
"4881",NA,NA,"Oxsm"
"4882",NA,NA,"Oxld1"
"4883",NA,NA,"Trav7-1"
"4884",NA,NA,"Smim10l2a"
"4885",NA,NA,"Gcnt2"
"4886",NA,NA,"Prr5l"
"4887",NA,NA,"Wdr59"
"4888",NA,NA,"Fmnl2"
"4889",NA,NA,"Anxa9"
"4890",NA,NA,"Il12rb2"
"4891",NA,NA,"Armcx1"
"4892",NA,NA,"Gm20517"
"4893",NA,NA,"Cage1"
"4894",NA,NA,"Sox5"
"4895",NA,NA,"Mageh1"
"4896",NA,NA,"Wipi1"
"4897",NA,NA,"Zfp628"
"4898",NA,NA,"Igkv4-61"
"4899",NA,NA,"Tmcc3"
"4900",NA,NA,"Tubal3"
"4901",NA,NA,"Dnajc22"
"4902",NA,NA,"Chn1"
"4903",NA,NA,"Rimbp3"
"4904",NA,NA,"Ear1"
"4905",NA,NA,"Unc13b"
"4906",NA,NA,"Cfap74"
"4907",NA,NA,"Flvcr2"
"4908",NA,NA,"Traj24"
"4909",NA,NA,"Npas2"
"4910",NA,NA,"Tfpi"
"4911",NA,NA,"Slc39a8"
"4912",NA,NA,"Igkv9-120"
"4913",NA,NA,"Yap1"
"4914",NA,NA,"Zbtb39"
"4915",NA,NA,"Trim7"
"4916",NA,NA,"Trav7-4"
"4917",NA,NA,"Igf2bp1"
"4918",NA,NA,"Glt8d2"
"4919",NA,NA,"Marchf3"
"4920",NA,NA,"Zfp808"
"4921",NA,NA,"Nacad"
"4922",NA,NA,"Mast1"
"4923",NA,NA,"Hs3st6"
"4924",NA,NA,"Scart2"
"4925",NA,NA,"Zfp773"
"4926",NA,NA,"Gzmk"
"4927",NA,NA,"Nkapl"
"4928",NA,NA,"Ighg3"
"4929",NA,NA,"Bcam"
"4930",NA,NA,"Mpzl2"
"4931",NA,NA,"Cdh1"
"4932",NA,NA,"Cd36"
"4933",NA,NA,"Cbln3"
"4934",NA,NA,"Spink2"
"4935",NA,NA,"Mboat4"
"4936",NA,NA,"F11r"
"4937",NA,NA,"Fam174b"
"4938",NA,NA,"Adnp"
"4939",NA,NA,"Car5b"
"4940",NA,NA,"Thbs1"
"4941",NA,NA,"Trav7n-4"
"4942",NA,NA,"Apbb2"
"4943",NA,NA,"Acvr1"
"4944",NA,NA,"Asap3"
"4945",NA,NA,"Aqp9"
"4946",NA,NA,"Ppp1r1b"
"4947",NA,NA,"Plagl1"
"4948",NA,NA,"Lix1l"
"4949",NA,NA,"Myo15a"
"4950",NA,NA,"Lrriq3"
"4951",NA,NA,"Slc44a5"
"4952",NA,NA,"Trav6-7-dv9"
"4953",NA,NA,"Dnase1"
"4954",NA,NA,"Atp4a"
"4955",NA,NA,"Trav1"
"4956",NA,NA,"Ntn4"
"4957",NA,NA,"Fcgr3"
"4958",NA,NA,"Aqp3"
"4959",NA,NA,"Fcer2a"
"4960",NA,NA,"F2rl3"
"4961",NA,NA,"Zfp607b"
"4962",NA,NA,"Arhgap20"
"4963",NA,NA,"Enc1"
"4964",NA,NA,"Prss30"
"4965",NA,NA,"Hspa12a"
"4966",NA,NA,"Slc2a4"
"4967",NA,NA,"Arhgef33"
"4968",NA,NA,"Slc25a43"
"4969",NA,NA,"Ptges"
"4970",NA,NA,"Tmem88"
"4971",NA,NA,"Rwdd3"
"4972",NA,NA,"Chga"
"4973",NA,NA,"Igkv12-41"
"4974",NA,NA,"Kndc1"
"4975",NA,NA,"Lrrk1"
"4976",NA,NA,"Tlcd5"
"4977",NA,NA,"Arhgap33"
"4978",NA,NA,"Slc25a27"
"4979",NA,NA,"Trim45"
"4980",NA,NA,"Syk"
"4981",NA,NA,"Kcnq4"
"4982",NA,NA,"Oaz3"
"4983",NA,NA,"Senp8"
"4984",NA,NA,"Ighv2-2"
"4985",NA,NA,"Slc13a3"
"4986",NA,NA,"Sardh"
"4987",NA,NA,"Atp6v0a1"
"4988",NA,NA,"Ccdc88a"
"4989",NA,NA,"Ptpru"
"4990",NA,NA,"Uhrf1bp1"
"4991",NA,NA,"Cxcl5"
"4992",NA,NA,"Rtl8c"
"4993",NA,NA,"Trav12-3"
"4994",NA,NA,"Trav10d"
"4995",NA,NA,"Cxcr1"
"4996",NA,NA,"Esrp2"
"4997",NA,NA,"Scart1"
"4998",NA,NA,"Scamp4"
"4999",NA,NA,"Gfra1"
"5000",NA,NA,"Nqo1"
"5001",NA,NA,"Ltf"
"5002",NA,NA,"H3c3"
"5003",NA,NA,"Tlr4"
"5004",NA,NA,"Slfn3"
"5005",NA,NA,"Wdr76"
"5006",NA,NA,"Slc16a4"
"5007",NA,NA,"Anks6"
"5008",NA,NA,"Gdf11"
"5009",NA,NA,"Mt3"
"5010",NA,NA,"Hspa2"
"5011",NA,NA,"Gramd1c"
"5012",NA,NA,"Zfp449"
"5013",NA,NA,"Apobr"
"5014",NA,NA,"Slc39a1"
"5015",NA,NA,"Lhfp"
"5016",NA,NA,"Mycl"
"5017",NA,NA,"Ighv1-82"
"5018",NA,NA,"Igkv3-12"
"5019",NA,NA,"Tns2"
"5020",NA,NA,"Trav13-4-dv7"
"5021",NA,NA,"Zfp128"
"5022",NA,NA,"Gabrd"
"5023",NA,NA,"Tgfbr3l"
"5024",NA,NA,"Sgce"
"5025",NA,NA,"Bbs7"
"5026",NA,NA,"Tns4"
"5027",NA,NA,"Gm8773"
"5028",NA,NA,"Lingo3"
"5029",NA,NA,"Bcas1"
"5030",NA,NA,"Ccdc162"
"5031",NA,NA,"Acvr2b"
"5032",NA,NA,"Mllt11"
"5033",NA,NA,"Derl3"
"5034",NA,NA,"Clcn5"
"5035",NA,NA,"Styk1"
"5036",NA,NA,"Plcl1"
"5037",NA,NA,"Pfn4"
"5038",NA,NA,"Cxcr2"
"5039",NA,NA,"Stkld1"
"5040",NA,NA,"Car11"
"5041",NA,NA,"Adgrb2"
"5042",NA,NA,"Wdr5b"
"5043",NA,NA,"Igkv3-2"
"5044",NA,NA,"Trav3-4"
"5045",NA,NA,"Clnk"
"5046",NA,NA,"Efr3b"
"5047",NA,NA,"Ttc16"
"5048",NA,NA,"Sh3yl1"
"5049",NA,NA,"Igkv6-13"
"5050",NA,NA,"Itga1"
"5051",NA,NA,"Cryzl2"
"5052",NA,NA,"Alox8"
"5053",NA,NA,"Dennd3"
"5054",NA,NA,"Sort1"
"5055",NA,NA,"Slc4a5"
"5056",NA,NA,"Apol10b"
"5057",NA,NA,"Fbxo15"
"5058",NA,NA,"Abcb6"
"5059",NA,NA,"Nmnat2"
"5060",NA,NA,"H2-Bl"
"5061",NA,NA,"Erp27"
"5062",NA,NA,"Kcnk7"
"5063",NA,NA,"Igkv6-17"
"5064",NA,NA,"Oas1b"
"5065",NA,NA,"Igkv4-80"
"5066",NA,NA,"Gm14326"
"5067",NA,NA,"Gap43"
"5068",NA,NA,"Pogk"
"5069",NA,NA,"Smim24"
"5070",NA,NA,"Lacc1"
"5071",NA,NA,"Tmem218"
"5072",NA,NA,"St6galnac2"
"5073",NA,NA,"Flt3"
"5074",NA,NA,"Bend4"
"5075",NA,NA,"Niban2"
"5076",NA,NA,"Arhgef19"
"5077",NA,NA,"Nrip3"
