"","Har96hVsNaive_unique","NoHar96hVsNaive_unique","Har96hVsNaive_NoHar96hVsNaive_intersection"
"3652",NA,NA,"Trbj1-1"
"3653",NA,NA,"Mss51"
"3654",NA,NA,"Foxn2"
"3655",NA,NA,"Csf2"
"3656",NA,NA,"Or12j2"
"3657",NA,NA,"Kif9"
"3658",NA,NA,"Clic5"
"3659",NA,NA,"Guca1b"
"3660",NA,NA,"Zfp597"
"3661",NA,NA,"2510009E07Rik"
"3662",NA,NA,"Phf11a"
"3663",NA,NA,"Rsbn1l"
"3664",NA,NA,"Spire2"
"3665",NA,NA,"Usf2"
"3666",NA,NA,"Mef2c"
"3667",NA,NA,"Gm20605"
"3668",NA,NA,"Dapk1"
"3669",NA,NA,"Ppfia3"
"3670",NA,NA,"Lrfn1"
"3671",NA,NA,"Hyal1"
"3672",NA,NA,"Iglv3"
"3673",NA,NA,"Dixdc1"
"3674",NA,NA,"Thsd1"
"3675",NA,NA,"Sord"
"3676",NA,NA,"Wdpcp"
"3677",NA,NA,"Ido2"
"3678",NA,NA,"Gsap"
"3679",NA,NA,"Rimoc1"
"3680",NA,NA,"Klhl4"
"3681",NA,NA,"B4galt4"
"3682",NA,NA,"Evi5"
"3683",NA,NA,"Igkv4-59"
"3684",NA,NA,"Slc35e4"
"3685",NA,NA,"Grp"
"3686",NA,NA,"Gm10033"
"3687",NA,NA,"Traj18"
"3688",NA,NA,"Trav14-3"
"3689",NA,NA,"H60b"
"3690",NA,NA,"Coa4"
"3691",NA,NA,"Zbtb4"
"3692",NA,NA,"Pkhd1l1"
"3693",NA,NA,"Uxs1"
"3694",NA,NA,"Chst15"
"3695",NA,NA,"Snai3"
"3696",NA,NA,"Wdr41"
"3697",NA,NA,"Igkv17-121"
"3698",NA,NA,"C3"
"3699",NA,NA,"Trmt10a"
"3700",NA,NA,"Gdf11"
"3701",NA,NA,"Tpcn1"
"3702",NA,NA,"Gm45871"
"3703",NA,NA,"Trim47"
"3704",NA,NA,"Npr3"
"3705",NA,NA,"F8"
"3706",NA,NA,"B3gntl1"
"3707",NA,NA,"Bcl7a"
"3708",NA,NA,"Ranbp6"
"3709",NA,NA,"Ager"
"3710",NA,NA,"Hpn"
"3711",NA,NA,"Bbof1"
"3712",NA,NA,"Rps27rt"
"3713",NA,NA,"Acvr2b"
"3714",NA,NA,"Atr"
"3715",NA,NA,"Ighv5-9-1"
"3716",NA,NA,"Dlk1"
"3717",NA,NA,"Ninj2"
"3718",NA,NA,"Traj15"
"3719",NA,NA,"Tef"
"3720",NA,NA,"Zfp189"
"3721",NA,NA,"Rgl1"
"3722",NA,NA,"Dhh"
"3723",NA,NA,"Yod1"
"3724",NA,NA,"Igkv12-46"
"3725",NA,NA,"Tbc1d16"
"3726",NA,NA,"Plekha8"
"3727",NA,NA,"Mblac1"
"3728",NA,NA,"Cox16"
"3729",NA,NA,"Trbj1-3"
"3730",NA,NA,"Gm14295"
"3731",NA,NA,"Nkd1"
"3732",NA,NA,"Ighv7-3"
"3733",NA,NA,"Ccdc57"
"3734",NA,NA,"Copz2"
"3735",NA,NA,"Eomes"
"3736",NA,NA,"Nrg1"
"3737",NA,NA,"Fcgr4"
"3738",NA,NA,"Wipi1"
"3739",NA,NA,"Cd19"
"3740",NA,NA,"Lgals4"
"3741",NA,NA,"Pde1b"
"3742",NA,NA,"Trav8n-2"
"3743",NA,NA,"Igkv6-15"
"3744",NA,NA,"Iglc3"
"3745",NA,NA,"2610528A11Rik"
"3746",NA,NA,"Mroh2a"
"3747",NA,NA,"Rundc3a"
"3748",NA,NA,"Pcolce2"
"3749",NA,NA,"Zc3h3"
"3750",NA,NA,"Pcyt1b"
"3751",NA,NA,"Stk32c"
"3752",NA,NA,"Entpd2"
"3753",NA,NA,"Tgfbr1"
"3754",NA,NA,"Pam16"
"3755",NA,NA,"Igkv15-103"
"3756",NA,NA,"Guca1a"
"3757",NA,NA,"Trpm2"
"3758",NA,NA,"Dock7"
"3759",NA,NA,"Srl"
"3760",NA,NA,"Clgn"
"3761",NA,NA,"Xdh"
"3762",NA,NA,"Entpd1"
"3763",NA,NA,"Igkv8-19"
"3764",NA,NA,"Cysltr2"
"3765",NA,NA,"Fam220a"
"3766",NA,NA,"2810408A11Rik"
"3767",NA,NA,"Acsf2"
"3768",NA,NA,"Gprasp2"
"3769",NA,NA,"Gm10358"
"3770",NA,NA,"Ddit4l"
"3771",NA,NA,"Oas1c"
"3772",NA,NA,"Trav14-2"
"3773",NA,NA,"Prdm1"
"3774",NA,NA,"Mei4"
"3775",NA,NA,"9930104L06Rik"
"3776",NA,NA,"Eng"
"3777",NA,NA,"Prr22"
"3778",NA,NA,"B4galnt4"
"3779",NA,NA,"Igkv9-120"
"3780",NA,NA,"Fbrs"
"3781",NA,NA,"Rdh5"
"3782",NA,NA,"B230217C12Rik"
"3783",NA,NA,"Scn1b"
"3784",NA,NA,"Pdp2"
"3785",NA,NA,"Ighv1-80"
"3786",NA,NA,"Svop"
"3787",NA,NA,"Trmt44"
"3788",NA,NA,"Lipt2"
"3789",NA,NA,"Prr5"
"3790",NA,NA,"Palm"
"3791",NA,NA,"Slc26a8"
"3792",NA,NA,"Cr2"
"3793",NA,NA,"Dnm1"
"3794",NA,NA,"Grk3"
"3795",NA,NA,"Slc4a1"
"3796",NA,NA,"Rbm45"
"3797",NA,NA,"Zfp182"
"3798",NA,NA,"Btc"
"3799",NA,NA,"2610008E11Rik"
"3800",NA,NA,"Sdc3"
"3801",NA,NA,"Igkv4-57"
"3802",NA,NA,"Umad1"
"3803",NA,NA,"Fancb"
"3804",NA,NA,"Unc5cl"
"3805",NA,NA,"Il33"
"3806",NA,NA,"Parp12"
"3807",NA,NA,"Ppp1r12b"
"3808",NA,NA,"Lysmd2"
"3809",NA,NA,"Mphosph9"
"3810",NA,NA,"H3c8"
"3811",NA,NA,"Fam124a"
"3812",NA,NA,"Mmaa"
"3813",NA,NA,"Jrk"
"3814",NA,NA,"Trav10"
"3815",NA,NA,"Ptprn"
"3816",NA,NA,"Zfp943"
"3817",NA,NA,"Tmem87a"
"3818",NA,NA,"Cacna1c"
"3819",NA,NA,"Traj33"
"3820",NA,NA,"Cfap74"
"3821",NA,NA,"Scarf2"
"3822",NA,NA,"Alg6"
"3823",NA,NA,"Blvrb"
"3824",NA,NA,"Cacnb3"
"3825",NA,NA,"Areg"
"3826",NA,NA,"Igkv4-72"
"3827",NA,NA,"Zfp518a"
"3828",NA,NA,"Traj24"
"3829",NA,NA,"Fastkd5"
"3830",NA,NA,"Ciita"
"3831",NA,NA,"Ttll9"
"3832",NA,NA,"Lca5l"
"3833",NA,NA,"Tincr"
"3834",NA,NA,"Sptbn2"
"3835",NA,NA,"Enc1"
"3836",NA,NA,"Fcmr"
"3837",NA,NA,"Smagp"
"3838",NA,NA,"Cd38"
"3839",NA,NA,"D130040H23Rik"
"3840",NA,NA,"Pnpla3"
"3841",NA,NA,"Adora3"
"3842",NA,NA,"Flt3"
"3843",NA,NA,"Hpse"
"3844",NA,NA,"9430038I01Rik"
"3845",NA,NA,"Abcb10"
"3846",NA,NA,"Atcay"
"3847",NA,NA,"Zfp612"
"3848",NA,NA,"Trbd1"
"3849",NA,NA,"Ighg2b"
"3850",NA,NA,"Cobll1"
"3851",NA,NA,"Itga9"
"3852",NA,NA,"Uevld"
"3853",NA,NA,"Rpl24"
"3854",NA,NA,"Arhgap20"
"3855",NA,NA,"Dync2i1"
"3856",NA,NA,"Nbl1"
"3857",NA,NA,"Ccdc85c"
"3858",NA,NA,"Tbxas1"
"3859",NA,NA,"Trbj1-5"
"3860",NA,NA,"Acvr1"
"3861",NA,NA,"Nav1"
"3862",NA,NA,"Rtl6"
"3863",NA,NA,"Akap7"
"3864",NA,NA,"Zfyve26"
"3865",NA,NA,"Snx8"
"3866",NA,NA,"Trbv5"
"3867",NA,NA,"Zfand4"
"3868",NA,NA,"Gca"
"3869",NA,NA,"Zscan2"
"3870",NA,NA,"Slc25a29"
"3871",NA,NA,"Pot1b"
"3872",NA,NA,"Mrtfb"
"3873",NA,NA,"Trbj2-7"
"3874",NA,NA,"Nrbp2"
"3875",NA,NA,"Epg5"
"3876",NA,NA,"Igkv4-55"
"3877",NA,NA,"Trbj1-2"
"3878",NA,NA,"Gm42715"
"3879",NA,NA,"Kcnmb4"
"3880",NA,NA,"Fam83e"
"3881",NA,NA,"Ctxn1"
"3882",NA,NA,"Pla2g4a"
"3883",NA,NA,"Pdia5"
"3884",NA,NA,"Coq3"
"3885",NA,NA,"Anxa9"
"3886",NA,NA,"Farp1"
"3887",NA,NA,"Eml5"
"3888",NA,NA,"Zfp976"
"3889",NA,NA,"Synpo"
"3890",NA,NA,"Lonrf3"
"3891",NA,NA,"Rab39b"
"3892",NA,NA,"Mcts2"
"3893",NA,NA,"Dnaaf3"
"3894",NA,NA,"Slc6a9"
"3895",NA,NA,"Tyro3"
"3896",NA,NA,"Ccdc33"
"3897",NA,NA,"Angptl2"
"3898",NA,NA,"Zbtb37"
"3899",NA,NA,"Ccn4"
"3900",NA,NA,"Abhd18"
"3901",NA,NA,"Sh3bp4"
"3902",NA,NA,"Snx29"
"3903",NA,NA,"Pkd2l2"
"3904",NA,NA,"Bcl2l2"
"3905",NA,NA,"P2rx1"
"3906",NA,NA,"Grb7"
"3907",NA,NA,"Igkv4-91"
"3908",NA,NA,"Cbs"
"3909",NA,NA,"Zc2hc1a"
"3910",NA,NA,"Zfp318"
"3911",NA,NA,"Trav9-1"
"3912",NA,NA,"Zfp934"
"3913",NA,NA,"Mical3"
"3914",NA,NA,"Grin1"
"3915",NA,NA,"Zscan20"
"3916",NA,NA,"Jmjd4"
"3917",NA,NA,"Rec114"
"3918",NA,NA,"Ccdc112"
"3919",NA,NA,"Rab32"
"3920",NA,NA,"Enpp5"
"3921",NA,NA,"Adcy6"
"3922",NA,NA,"Slc35d3"
"3923",NA,NA,"Vwf"
"3924",NA,NA,"Fzd5"
"3925",NA,NA,"Rap1gap"
"3926",NA,NA,"Apbb2"
"3927",NA,NA,"Dkkl1"
"3928",NA,NA,"Micall2"
"3929",NA,NA,"Lekr1"
"3930",NA,NA,"Rbpms"
"3931",NA,NA,"Sncb"
"3932",NA,NA,"Zfp865"
"3933",NA,NA,"Phlpp1"
"3934",NA,NA,"Pfn2"
"3935",NA,NA,"Mctp1"
"3936",NA,NA,"Ccdc38"
"3937",NA,NA,"Ovgp1"
"3938",NA,NA,"Pcgf2"
"3939",NA,NA,"Pheta1"
"3940",NA,NA,"Myorg"
"3941",NA,NA,"Mvb12b"
"3942",NA,NA,"Gm3604"
"3943",NA,NA,"Serinc5"
"3944",NA,NA,"Maml1"
"3945",NA,NA,"Tmtc3"
"3946",NA,NA,"Ift74"
"3947",NA,NA,"Niban2"
"3948",NA,NA,"Axin2"
"3949",NA,NA,"Trbj1-7"
"3950",NA,NA,"Bcl9"
"3951",NA,NA,"Pik3cb"
"3952",NA,NA,"Fhl4"
"3953",NA,NA,"Zfp69"
"3954",NA,NA,"Mageh1"
"3955",NA,NA,"Gpr155"
"3956",NA,NA,"Zgrf1"
"3957",NA,NA,"Igkv3-4"
"3958",NA,NA,"Hexim2"
"3959",NA,NA,"Kctd21"
"3960",NA,NA,"Gdf15"
"3961",NA,NA,"Ptn"
"3962",NA,NA,"Shd"
"3963",NA,NA,"Irak3"
"3964",NA,NA,"Axdnd1"
"3965",NA,NA,"Npff"
"3966",NA,NA,"Atrn"
"3967",NA,NA,"Zfp407"
"3968",NA,NA,"Odf3b"
"3969",NA,NA,"Osgin1"
"3970",NA,NA,"Adgrg1"
"3971",NA,NA,"Cdo1"
"3972",NA,NA,"Ptprj"
"3973",NA,NA,"Mx1"
"3974",NA,NA,"Ltk"
"3975",NA,NA,"Mcrip2"
"3976",NA,NA,"Marchf1"
"3977",NA,NA,"Trim7"
"3978",NA,NA,"Micu3"
"3979",NA,NA,"Coch"
"3980",NA,NA,"Uaca"
"3981",NA,NA,"Zscan26"
"3982",NA,NA,"Efemp2"
"3983",NA,NA,"Nudt15"
"3984",NA,NA,"Gypa"
"3985",NA,NA,"Tmem74b"
"3986",NA,NA,"Trav12-3"
"3987",NA,NA,"Tnfrsf10b"
"3988",NA,NA,"Cpeb4"
"3989",NA,NA,"Oxld1"
"3990",NA,NA,"Plpp1"
"3991",NA,NA,"Bicd1"
"3992",NA,NA,"Traj17"
"3993",NA,NA,"Mbd6"
"3994",NA,NA,"Nup210l"
"3995",NA,NA,"Cpa2"
"3996",NA,NA,"Plpp5"
"3997",NA,NA,"Cebpd"
"3998",NA,NA,"Slc26a6"
"3999",NA,NA,"Zfp827"
"4000",NA,NA,"Tgfbr3l"
"4001",NA,NA,"Smpdl3b"
"4002",NA,NA,"Xcl1"
"4003",NA,NA,"Traj28"
"4004",NA,NA,"Or13a19"
"4005",NA,NA,"Muc2"
"4006",NA,NA,"Slc24a3"
"4007",NA,NA,"Fap"
"4008",NA,NA,"Samd14"
"4009",NA,NA,"Fhip1a"
"4010",NA,NA,"Epor"
"4011",NA,NA,"Dtx4"
"4012",NA,NA,"2310034G01Rik"
"4013",NA,NA,"Srms"
"4014",NA,NA,"Ptrh1"
"4015",NA,NA,"Ptges3l"
"4016",NA,NA,"Dclre1a"
"4017",NA,NA,"Slamf8"
"4018",NA,NA,"Cox4i2"
"4019",NA,NA,"Sval1"
"4020",NA,NA,"Ggn"
"4021",NA,NA,"B630019K06Rik"
"4022",NA,NA,"Fam83h"
"4023",NA,NA,"B930094E09Rik"
"4024",NA,NA,"Sema3f"
"4025",NA,NA,"Adam8"
"4026",NA,NA,"Lrrc8a"
"4027",NA,NA,"Trav13-1"
"4028",NA,NA,"Klrg2"
"4029",NA,NA,"Fam124b"
"4030",NA,NA,"Col9a3"
"4031",NA,NA,"Grhl1"
"4032",NA,NA,"Fbxl18"
"4033",NA,NA,"Arl10"
"4034",NA,NA,"Oaf"
"4035",NA,NA,"Soat2"
"4036",NA,NA,"Jade3"
"4037",NA,NA,"Fgf11"
"4038",NA,NA,"Cep290"
"4039",NA,NA,"Plek2"
"4040",NA,NA,"Il1rn"
"4041",NA,NA,"Zfp85"
"4042",NA,NA,"AI854703"
"4043",NA,NA,"Ighv6-6"
"4044",NA,NA,"Ociad2"
"4045",NA,NA,"Mmp12"
"4046",NA,NA,"Scamp1"
"4047",NA,NA,"Renbp"
"4048",NA,NA,"Trim66"
"4049",NA,NA,"Rtl5"
"4050",NA,NA,"Qrfp"
"4051",NA,NA,"Rps6ka2"
"4052",NA,NA,"Il12a"
"4053",NA,NA,"Spata1"
"4054",NA,NA,"Ighv2-9-1"
"4055",NA,NA,"Arhgef5"
"4056",NA,NA,"Wipf2"
"4057",NA,NA,"Nudt12"
"4058",NA,NA,"H4c3"
"4059",NA,NA,"P3h3"
"4060",NA,NA,"Hexdc"
"4061",NA,NA,"Tpk1"
"4062",NA,NA,"Wfikkn2"
"4063",NA,NA,"Traj50"
"4064",NA,NA,"Klhl11"
"4065",NA,NA,"Hhat"
"4066",NA,NA,"Trav13n-4"
"4067",NA,NA,"Traj20"
"4068",NA,NA,"Zfp593"
"4069",NA,NA,"Pianp"
"4070",NA,NA,"Denn2b"
"4071",NA,NA,"Serpinb5"
"4072",NA,NA,"Traj16"
"4073",NA,NA,"Acrbp"
"4074",NA,NA,"Srsf12"
"4075",NA,NA,"Aldh1a1"
"4076",NA,NA,"Dcdc2b"
"4077",NA,NA,"Klre1"
"4078",NA,NA,"Spry2"
"4079",NA,NA,"Yes1"
"4080",NA,NA,"Capn5"
"4081",NA,NA,"Ntn4"
"4082",NA,NA,"Bckdhb"
"4083",NA,NA,"1600014C23Rik"
"4084",NA,NA,"Eme2"
"4085",NA,NA,"H4c17"
"4086",NA,NA,"1700109H08Rik"
"4087",NA,NA,"Rbbp9"
"4088",NA,NA,"Zbtb40"
"4089",NA,NA,"Rab7b"
"4090",NA,NA,"Brd3os"
"4091",NA,NA,"Trav14n-3"
"4092",NA,NA,"Sdc1"
"4093",NA,NA,"Celf3"
"4094",NA,NA,"P2ry12"
"4095",NA,NA,"Dusp9"
"4096",NA,NA,"Dennd2c"
"4097",NA,NA,"Dcn"
"4098",NA,NA,"Zdhhc23"
"4099",NA,NA,"Aoc2"
"4100",NA,NA,"Adat2"
"4101",NA,NA,"Cited4"
"4102",NA,NA,"Bcl6"
"4103",NA,NA,"Pfdn4"
"4104",NA,NA,"Cyp39a1"
"4105",NA,NA,"Plcd4"
"4106",NA,NA,"Igkv9-124"
"4107",NA,NA,"Trip6"
"4108",NA,NA,"Ptpn14"
"4109",NA,NA,"Nphp3"
"4110",NA,NA,"Gpd1"
"4111",NA,NA,"Trav21-dv12"
"4112",NA,NA,"Psma8"
"4113",NA,NA,"Traj22"
"4114",NA,NA,"Slc39a1"
"4115",NA,NA,"Ctrl"
"4116",NA,NA,"Trbd2"
"4117",NA,NA,"Adgrl4"
"4118",NA,NA,"Cxcl9"
"4119",NA,NA,"C2cd4b"
"4120",NA,NA,"Perm1"
"4121",NA,NA,"Ctdsp1"
"4122",NA,NA,"Wdr59"
"4123",NA,NA,"Zfp719"
"4124",NA,NA,"Qser1"
"4125",NA,NA,"Med7"
"4126",NA,NA,"Prrg1"
"4127",NA,NA,"Gipr"
"4128",NA,NA,"Igkv10-96"
"4129",NA,NA,"Trbv4"
"4130",NA,NA,"Ms4a6c"
"4131",NA,NA,"Ahdc1"
"4132",NA,NA,"Ighv1-9"
"4133",NA,NA,"Rwdd3"
"4134",NA,NA,"Tigd3"
"4135",NA,NA,"Fnip2"
"4136",NA,NA,"Col27a1"
"4137",NA,NA,"Wnt3"
"4138",NA,NA,"Spink2"
"4139",NA,NA,"Acot12"
"4140",NA,NA,"Mpzl1"
"4141",NA,NA,"2410004P03Rik"
"4142",NA,NA,"Trav7-5"
"4143",NA,NA,"Tifa"
"4144",NA,NA,"Inafm1"
"4145",NA,NA,"Rnf113a1"
"4146",NA,NA,"Fkbp1b"
"4147",NA,NA,"Trbj1-6"
"4148",NA,NA,"Tmc4"
"4149",NA,NA,"Cdc14b"
"4150",NA,NA,"Ighv1-69"
"4151",NA,NA,"Gm5127"
"4152",NA,NA,"Ighv1-64"
"4153",NA,NA,"Calca"
"4154",NA,NA,"Spata7"
"4155",NA,NA,"Mcoln3"
"4156",NA,NA,"Gm5134"
"4157",NA,NA,"Slc13a3"
"4158",NA,NA,"Nol4l"
"4159",NA,NA,"Hey1"
"4160",NA,NA,"Smtn"
"4161",NA,NA,"Aoah"
"4162",NA,NA,"Lrrc75a"
"4163",NA,NA,"Traj2"
"4164",NA,NA,"Cep85l"
"4165",NA,NA,"Lamc2"
"4166",NA,NA,"Ripor3"
"4167",NA,NA,"Prdm16"
"4168",NA,NA,"Trav16n"
"4169",NA,NA,"Tab3"
"4170",NA,NA,"Igkv14-100"
"4171",NA,NA,"Traj21"
"4172",NA,NA,"Hes5"
"4173",NA,NA,"Prdm11"
"4174",NA,NA,"Fcor"
"4175",NA,NA,"Hpdl"
"4176",NA,NA,"Papln"
"4177",NA,NA,"Syk"
"4178",NA,NA,"Dmtn"
"4179",NA,NA,"Jazf1"
"4180",NA,NA,"Slc15a2"
"4181",NA,NA,"Fam187b"
"4182",NA,NA,"Car12"
"4183",NA,NA,"Traj27"
"4184",NA,NA,"Trav14d-3-dv8"
"4185",NA,NA,"1810010H24Rik"
"4186",NA,NA,"P3h4"
"4187",NA,NA,"Src"
"4188",NA,NA,"Tusc1"
"4189",NA,NA,"Trav5-4"
"4190",NA,NA,"Prr36"
"4191",NA,NA,"Gm2237"
"4192",NA,NA,"Grk4"
"4193",NA,NA,"Lipt1"
"4194",NA,NA,"Map10"
"4195",NA,NA,"Me1"
"4196",NA,NA,"Ccdc162"
"4197",NA,NA,"Spint1"
"4198",NA,NA,"Pafah2"
"4199",NA,NA,"Ear1"
"4200",NA,NA,"Gask1a"
"4201",NA,NA,"Tmem218"
"4202",NA,NA,"Pnck"
"4203",NA,NA,"Morn3"
"4204",NA,NA,"Prss30"
"4205",NA,NA,"Six5"
"4206",NA,NA,"Tmem108"
"4207",NA,NA,"Oplah"
"4208",NA,NA,"Zscan18"
"4209",NA,NA,"Il3ra"
"4210",NA,NA,"Cldn12"
"4211",NA,NA,"Efna4"
"4212",NA,NA,"Syt17"
"4213",NA,NA,"Myo5b"
"4214",NA,NA,"Thg1l"
"4215",NA,NA,"Tcf4"
"4216",NA,NA,"Zfp760"
"4217",NA,NA,"Slc7a3"
"4218",NA,NA,"Igkv4-61"
"4219",NA,NA,"Ccdc116"
"4220",NA,NA,"Fam209"
"4221",NA,NA,"Idi2"
"4222",NA,NA,"H4c14"
"4223",NA,NA,"Trav13d-1"
"4224",NA,NA,"Ighv1-82"
"4225",NA,NA,"Inppl1"
"4226",NA,NA,"Lmbr1"
"4227",NA,NA,"Piwil2"
"4228",NA,NA,"Osbpl1a"
"4229",NA,NA,"Tcp11l1"
"4230",NA,NA,"Igfbp2"
"4231",NA,NA,"Gm10184"
"4232",NA,NA,"Rab44"
"4233",NA,NA,"Trdv1"
"4234",NA,NA,"Fxyd7"
"4235",NA,NA,"Cdc42bpa"
"4236",NA,NA,"Fxyd4"
"4237",NA,NA,"Slc25a18"
"4238",NA,NA,"Tdgf1"
"4239",NA,NA,"Pla1a"
"4240",NA,NA,"Lingo3"
"4241",NA,NA,"Cdk3"
"4242",NA,NA,"Sh3yl1"
"4243",NA,NA,"Trim30b"
"4244",NA,NA,"Apol9b"
"4245",NA,NA,"Zfp971"
"4246",NA,NA,"Bcl11a"
"4247",NA,NA,"Lhx2"
"4248",NA,NA,"Ms4a1"
"4249",NA,NA,"Trbj1-4"
"4250",NA,NA,"Lilrb4a"
"4251",NA,NA,"Prkar1b"
"4252",NA,NA,"Rfx2"
"4253",NA,NA,"Icam5"
"4254",NA,NA,"Zfp759"
"4255",NA,NA,"Lamc3"
"4256",NA,NA,"Mst1"
"4257",NA,NA,"Slc16a13"
"4258",NA,NA,"Prr29"
"4259",NA,NA,"Igsf9"
"4260",NA,NA,"Muc13"
"4261",NA,NA,"Mtmr7"
"4262",NA,NA,"Etv4"
"4263",NA,NA,"Car7"
"4264",NA,NA,"Tcam1"
"4265",NA,NA,"Trav4-2"
"4266",NA,NA,"Ehd2"
"4267",NA,NA,"Tmem220"
"4268",NA,NA,"Fam171a1"
"4269",NA,NA,"Cd160"
"4270",NA,NA,"Traj13"
"4271",NA,NA,"Trav7-4"
"4272",NA,NA,"Zbtb39"
"4273",NA,NA,"Klrb1f"
"4274",NA,NA,"Ephx4"
"4275",NA,NA,"Slc7a8"
"4276",NA,NA,"Gmpr"
"4277",NA,NA,"Zfp566"
"4278",NA,NA,"Trav8-1"
"4279",NA,NA,"Phldb3"
"4280",NA,NA,"Gpt2"
"4281",NA,NA,"Igkv6-32"
"4282",NA,NA,"Dcbld2"
"4283",NA,NA,"Zfp3"
"4284",NA,NA,"Gpbar1"
"4285",NA,NA,"Traj11"
"4286",NA,NA,"Mylk"
"4287",NA,NA,"Sardh"
"4288",NA,NA,"Ighv2-2"
"4289",NA,NA,"Nim1k"
"4290",NA,NA,"Tnks1bp1"
"4291",NA,NA,"Tecpr2"
"4292",NA,NA,"Ccdc120"
"4293",NA,NA,"Ttc26"
"4294",NA,NA,"Nkapl"
"4295",NA,NA,"Dnah12"
"4296",NA,NA,"Rell1"
"4297",NA,NA,"Btk"
"4298",NA,NA,"Foxd2"
"4299",NA,NA,"Zscan25"
"4300",NA,NA,"Ighv1-18"
"4301",NA,NA,"Agl"
"4302",NA,NA,"Pip5k1b"
"4303",NA,NA,"Bace1"
"4304",NA,NA,"Gab2"
"4305",NA,NA,"Lacc1"
"4306",NA,NA,"Pald1"
"4307",NA,NA,"Tmem250-ps"
"4308",NA,NA,"Erp27"
"4309",NA,NA,"Zfp383"
"4310",NA,NA,"Ago4"
"4311",NA,NA,"Kbtbd7"
"4312",NA,NA,"Cbln3"
"4313",NA,NA,"Rin2"
"4314",NA,NA,"Tmem88"
"4315",NA,NA,"Srgap3"
"4316",NA,NA,"F2rl3"
"4317",NA,NA,"4930590J08Rik"
"4318",NA,NA,"Trbv30"
"4319",NA,NA,"Aldh3b1"
"4320",NA,NA,"Ptprk"
"4321",NA,NA,"Pdzd4"
"4322",NA,NA,"Sirt3"
"4323",NA,NA,"Etv5"
"4324",NA,NA,"Jdp2"
"4325",NA,NA,"Slc36a3"
"4326",NA,NA,"Per2"
"4327",NA,NA,"Smim40"
"4328",NA,NA,"Csrp2"
"4329",NA,NA,"Rassf4"
"4330",NA,NA,"Igkv3-12"
"4331",NA,NA,"Trav7d-3"
"4332",NA,NA,"Prrt3"
"4333",NA,NA,"Ighv5-6"
"4334",NA,NA,"Gzmm"
"4335",NA,NA,"Fam131b"
"4336",NA,NA,"Aldh5a1"
"4337",NA,NA,"Rab42"
"4338",NA,NA,"Cgref1"
"4339",NA,NA,"Selenon"
"4340",NA,NA,"Cpne7"
"4341",NA,NA,"Ccnjl"
"4342",NA,NA,"Hif3a"
"4343",NA,NA,"Fer1l5"
"4344",NA,NA,"Dnase1"
"4345",NA,NA,"Shb"
"4346",NA,NA,"Gemin4"
"4347",NA,NA,"Klri2"
"4348",NA,NA,"Mycn"
"4349",NA,NA,"St6galnac2"
"4350",NA,NA,"Kif3c"
"4351",NA,NA,"Amer1"
"4352",NA,NA,"Tnfsf13b"
"4353",NA,NA,"Lyrm7"
"4354",NA,NA,"Acbd7"
"4355",NA,NA,"Lrrc39"
"4356",NA,NA,"Zfp874b"
"4357",NA,NA,"Ccdc103"
"4358",NA,NA,"Igkv4-80"
"4359",NA,NA,"Phlda1"
"4360",NA,NA,"Ccl22"
"4361",NA,NA,"Tmem273"
"4362",NA,NA,"Smim27"
"4363",NA,NA,"Kcnk7"
"4364",NA,NA,"Clec4e"
"4365",NA,NA,"Mrgpre"
"4366",NA,NA,"Tmem217"
"4367",NA,NA,"Fuom"
"4368",NA,NA,"Tas1r3"
"4369",NA,NA,"Rasal2"
"4370",NA,NA,"Phactr3"
"4371",NA,NA,"Mmp15"
"4372",NA,NA,"Tmem198b"
"4373",NA,NA,"Glt8d2"
"4374",NA,NA,"Mtmr11"
"4375",NA,NA,"Dmpk"
"4376",NA,NA,"Igkv3-2"
"4377",NA,NA,"Mex3a"
"4378",NA,NA,"Igkv6-13"
"4379",NA,NA,"Igkv6-17"
"4380",NA,NA,"Tlr2"
"4381",NA,NA,"Ttc34"
"4382",NA,NA,"Zfp773"
"4383",NA,NA,"Trbj2-5"
"4384",NA,NA,"Drc1"
"4385",NA,NA,"Fmnl2"
"4386",NA,NA,"Il1b"
"4387",NA,NA,"BC035044"
"4388",NA,NA,"Marchf9"
"4389",NA,NA,"Wasf1"
"4390",NA,NA,"Ighv10-1"
"4391",NA,NA,"Icosl"
"4392",NA,NA,"Ighg2c"
"4393",NA,NA,"Sh3d21"
"4394",NA,NA,"Gdpd2"
"4395",NA,NA,"Cxcr1"
"4396",NA,NA,"Tmem125"
"4397",NA,NA,"Cdh1"
"4398",NA,NA,"Traj49"
"4399",NA,NA,"Trav1"
"4400",NA,NA,"Rhobtb1"
"4401",NA,NA,"Wwc2"
"4402",NA,NA,"Ddx43"
"4403",NA,NA,"Fkbp11"
"4404",NA,NA,"Fgfrl1"
"4405",NA,NA,"Megf9"
"4406",NA,NA,"Zfp628"
"4407",NA,NA,"Mzb1"
"4408",NA,NA,"Rd3"
"4409",NA,NA,"Cttnbp2nl"
"4410",NA,NA,"Bsn"
"4411",NA,NA,"Zfp629"
"4412",NA,NA,"Pnp2"
"4413",NA,NA,"Fam174b"
"4414",NA,NA,"Slc22a21"
"4415",NA,NA,"Serpind1"
"4416",NA,NA,"Hrc"
"4417",NA,NA,"Nek3"
